Author,Title,Poetry Foundation ID,Content,Length,Topics
"Alfred, Lord Tennyson","from
  
  The Princess: Come down, O Maid",45378,"Come down, O maid, from yonder mountain height:
What pleasure lives in height (the shepherd sang)
In height and cold, the splendour of the hills?
But cease to move so near the Heavens, and cease
To glide a sunbeam by the blasted Pine,
To sit a star upon the sparkling spire;
And come, for Love is of the valley, come,
For Love is of the valley, come thou down
And find him; by the happy threshold, he,
Or hand in hand with Plenty in the maize,
Or red with spirted purple of the vats,
Or foxlike in the vine; nor cares to walk
With Death and Morning on the silver horns,
Nor wilt thou snare him in the white ravine,
Nor find him dropt upon the firths of ice,
That huddling slant in furrow-cloven falls
To roll the torrent out of dusky doors:
But follow; let the torrent dance thee down
To find him in the valley; let the wild
Lean-headed Eagles yelp alone, and leave
The monstrous ledges there to slope, and spill
Their thousand wreaths of dangling water-smoke,
That like a broken purpose waste in air:
So waste not thou; but come; for all the vales
Await thee; azure pillars of the hearth
Arise to thee; the children call, and I
Thy shepherd pipe, and sweet is every sound,
Sweeter thy voice, but every sound is sweet;
Myriads of rivulets hurrying thro' the lawn,
The moan of doves in immemorial elms,
And murmuring of innumerable bees",248,"happy threshold, purpose waste, sparkling spire, white ravine, torrent dance, spirted purple, silver horns, shepherd pipe, mountain height, monstrous ledges, lean-headed eagles, innumerable bees, immemorial elms"
"Alfred, Lord Tennyson","from
  
  The Princess: Ask me no more",45377,"Ask me no more: the moon may draw the sea;
The cloud may stoop from heaven and take the shape,
With fold to fold, of mountain or of cape;
But O too fond, when have I answered thee?
Ask me no more.

Ask me no more: what answer should I give?
I love not hollow cheek or faded eye:
Yet, O my friend, I will not have thee die!
Ask me no more, lest I should bid thee live;
Ask me no more.

Ask me no more: thy fate and mine are sealed:
I strove against the stream and all in vain:
Let the great river take me to the main:
No more, dear love, for at a touch I yield;
Ask me no more",125,"hollow cheek, vain, heaven, friend, fond, dear, yield"
"Alfred, Lord Tennyson",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 78,45345,"Again at Christmas did we weave
The holly round the Christmas hearth;
The silent snow possessed the earth,
And calmly fell our Christmas-eve:

The yule-log sparkled keen with frost,
No wing of wind the region swept,
But over all things brooding slept
The quiet sense of something lost.

As in the winters left behind,
Again our ancient games had place,
The mimic picture's breathing grace,
And dance and song and hoodman-blind.

Who showed a token of distress?
No single tear, no mark of pain:
O sorrow, then can sorrow wane?
O grief, can grief be changed to less?

O last regret, regret can die!
Noimixt with all this mystic frame,
Her deep relations are the same,
But with long use her tears are dry",125,"single tear, silent snow, quiet sense, mystic frame, mimic picture, deep relations, christmas hearth, ancient games, tears, sorrow, regret, pain, keen, grief"
"Alfred, Lord Tennyson",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 126,45356,"Love is and was my Lord and King,
And in his presence I attend
To hear the tidings of my friend,
Which every hour his couriers bring.

Love is and was my King and Lord,
And will be, tho' as yet I keep
Within his court on earth, and sleep
Encompassed by his faithful guard,

And hear at times a sentinel
Who moves about from place to place,
And whispers to the worlds of space,
In the deep night, that all is well",83,"faithful guard, deep night, friend, worlds, whispers, times, tidings, space, sleep, sentinel, presence, place"
"Alfred, Lord Tennyson","from
  
  The Princess: As thro' the Land",45376,"As thro' the land at eve we went,
And plucked the ripened ears,
We fell out, my wife and I,
O we fell out I know not why,
And kissed again with tears.
And blessings on the falling out
That all the more endears,
When we fall out with those we love
And kiss again with tears!
For when we came where lies the child
We lost in other years,
There above the little grave,
O there above the little grave,
We kissed again with tears",86,"ripened ears, tears, grave, falling, blessings, years, wife, land, endears, child"
"Alfred, Lord Tennyson",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 105,45351,"To-night ungathered let us leave
This laurel, let this holly stand:
We live within the stranger's land,
And strangely falls our Christmas-eve.

Our father's dust is left alone
And silent under other snows:
There in due time the woodbine blows,
The violet comes, but we are gone.

No more shall wayward grief abuse
The genial hour with mask and mime;
For change of place, like growth of time,
Has broke the bond of dying use.

Let cares that petty shadows cast,
By which our lives are chiefly proved,
A little spare the night I loved,
And hold it solemn to the past.

But let no footstep beat the floor,
Nor bowl of wassail mantle warm;
For who would keep an ancient form
Thro' which the spirit breathes no more?

Be neither song, nor game, nor feast;
Nor harp be touched, nor flute be blown;
No dance, no motion, save alone
What lightens in the lucid east

Of rising worlds by yonder wood.
Long sleeps the summer in the seed;
Run out your measured arcs, and lead
The closing cycle rich in good",184,"genial hour, mantle warm, wassail mantle, measured arcs, closing cycle, ancient form, strangely, spirit, growth, grief, cares, worlds"
"Alfred, Lord Tennyson",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 106,57829,"Ring out, wild bells, to the wild sky,
The flying cloud, the frosty light:
The year is dying in the night;
Ring out, wild bells, and let him die.

Ring out the old, ring in the new,
Ring, happy bells, across the snow:
The year is going, let him go;
Ring out the false, ring in the true.

Ring out the grief that saps the mind
For those that here we see no more;
Ring out the feud of rich and poor,
Ring in redress to all mankind.

Ring out a slowly dying cause,
And ancient forms of party strife;
Ring in the nobler modes of life,
With sweeter manners, purer laws.

Ring out the want, the care, the sin,
The faithless coldness of the times;
Ring out, ring out my mournful rhymes
But ring the fuller minstrel in.

Ring out false pride in place and blood,
The civic slander and the spite;
Ring in the love of truth and right,
Ring in the common love of good.

Ring out old shapes of foul disease;
Ring out the narrowing lust of gold;
Ring out the thousand wars of old,
Ring in the thousand years of peace.

Ring in the valiant man and free,
The larger heart, the kindlier hand;
Ring out the darkness of the land,
Ring in the Christ that is to be",224,"happy bells, kindlier hand, party strife, mournful rhymes, false pride, faithless coldness, wild sky, wild bells"
"Alfred, Lord Tennyson",In the Valley of Cauteretz,45358,"All along the valley, stream that flashest white,
Deepening thy voice with the deepening of the night,
All along the valley, where thy waters flow,
I walked with one I loved two and thirty years ago.
All along the valley, while I walked to-day,
The two and thirty years were a mist that rolls away;
For all along the valley, down thy rocky bed,
Thy living voice to me was as the voice of the dead,
And all along the valley, by rock and cave and tree,
The voice of the dead was a living voice to me",98,"living voice, dead, years, white, waters, valley, tree, to-day, stream, rock"
"Alfred, Lord Tennyson",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 11,45333,"Calm is the morn without a sound,
Calm as to suit a calmer grief,
And only thro' the faded leaf
The chestnut pattering to the ground:

Calm and deep peace on this high wold,
And on these dews that drench the furze.
And all the silvery gossamers
That twinkle into green and gold:

Calm and still light on yon great plain
That sweeps with all its autumn bowers,
And crowded farms and lessening towers,
To mingle with the bounding main:

Calm and deep peace in this wide air,
These leaves that redden to the fall;
And in my heart, if calm at all,
If any calm, a calm despair:

Calm on the seas, and silver sleep,
And waves that sway themselves in rest,
And dead calm in that noble breast
Which heaves but with the heaving deep",137,"deep peace, dead calm, calmer grief, calm despair, wide air, silvery gossamers, high wold, heaving deep, faded leaf, twinkle"
"Alfred, Lord Tennyson","Crossing the Bar
 
 
  
   Launch Audio in a New Window",45321,"Sunset and evening star,
And one clear call for me!
And may there be no moaning of the bar,
When I put out to sea,

But such a tide as moving seems asleep,
Too full for sound and foam,
When that which drew from out the boundless deep
Turns again home.

Twilight and evening bell,
And after that the dark!
And may there be no sadness of farewell,
When I embark;

For tho' from out our bourne of Time and Place
The flood may bear me far,
I hope to see my Pilot face to face
When I have crost the bar",102,"clear call, pilot face, sadness, moaning, twilight, time, tide, sunset, sound, place"
"Alfred, Lord Tennyson",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 116,45352,"Is it, then, regret for buried time
That keenlier in sweet April wakes,
And meets the year, and gives and takes
The colours of the crescent prime?

Not all: the songs, the stirring air,
The life re-orient out of dust,
Cry thro' the sense to hearten trust
In that which made the world so fair.

Not all regret: the face will shine
Upon me, while I muse alone;
And that dear voice, I once have known,
Still speak to me of me and mine:

Yet less of sorrow lives in me
For days of happy commune dead;
Less yearning for the friendship fled,
Than some strong bond which is to be",111,"happy commune, sorrow lives, strong bond, dear voice, buried time, yearning, trust, sweet, regret"
"Alfred, Lord Tennyson",In Memoriam A. H. H. OBIIT MDCCCXXXIII: 118,45353,"Contemplate all this work of Time,
The giant labouring in his youth;
Nor dream of human love and truth,
As dying Nature's earth and lime;

But trust that those we call the dead
Are breathers of an ampler day
For ever nobler ends. They say,
The solid earth whereon we tread

In tracts of fluent heat began,
And grew to seeming-random forms,
The seeming prey of cyclic storms,
Till at the last arose the man;

Who throve and branched from clime to clime,
The herald of a higher race,
And of himself in higher place,
If so he type this work of time

Within himself, from more to more;
Or, crowned with attributes of woe
Like glories, move his course, and show
That life is not as idle ore,

But iron dug from central gloom,
And heated hot with burning fears,
And dipt in baths of hissing tears,
And battered with the shocks of doom

To shape and use. Arise and fly
The reeling Faun, the sensual feast;
Move upward, working out the beast,
And let the ape and tiger die",182,"tiger die, central gloom, solid earth, sensual feast, seeming-random forms, reeling faun, iron dug, idle ore, higher race, higher place, giant labouring, fluent heat, earth whereon, dying nature, cyclic storms"
